1	100.000000 	100.000000 
2	100.000000 	100.000000 
3	100.000000 	100.000000 
4	100.000000 	100.000000 
5	100.000000 	100.000000 
6	100.000000 	100.000000 
7	100.000000 	100.000000 
8	100.000000 	100.000000 
9	100.000000 	100.000000 
10	100.000000 	100.000000 
11	100.000000 	100.000000 
12	100.000000 	100.000000 
13	100.000000 	100.000000 
14	100.000000 	100.000000 
15	100.000000 	100.000000 
16	100.000000 	100.000000 
17	100.000000 	100.000000 
18	100.000000 	100.000000 
19	100.000000 	100.000000 
20	100.000000 	100.000000 
21	100.000000 	100.000000 
22	100.000000 	100.000000 
23	100.000000 	100.000000 
24	100.000000 	100.000000 
25	100.000000 	100.000000 
26	100.000000 	100.000000 
27	100.000000 	100.000000 
28	100.000000 	100.000000 
29	100.000000 	100.000000 
30	100.000000 	100.000000 
31	100.000000 	100.000000 
32	80.000000 	100.000000 
33	60.000000 	100.000000 
34	40.000000 	80.000000 
35	40.000000 	80.000000 
36	40.000000 	60.000000 
37	20.000000 	100.000000 
38	0.000000 	20.000000 
39	0.000000 	20.000000 
40	0.000000 	0.000000 
41	0.000000 	0.000000 
42	0.000000 	0.000000 
43	0.000000 	0.000000 
44	0.000000 	0.000000 
45	0.000000 	0.000000 
46	0.000000 	0.000000 
47	0.000000 	0.000000 
48	0.000000 	0.000000 
49	0.000000 	0.000000 
50	0.000000 	0.000000 
